"","Station_code","CWV","ELV","AOD","PM2.5","Temp","RH","NDVI","WD","WS","BLH","Press","season","day","month","lon","lat","h2o_rf","h2o_rf_m","cvpreds_10","h2o_rf_m_10","cvpreds_sp","h2o_drf_sp","cvpreds_temp","h2o_drf_temp"
"1","15",1.1115,212.9375,0.776727497,309.7916667,285.9857178,75.18700409,0.2811,310.5708008,1.733006477,186.125946,994.746875,"DJF","1",1,77.15301,28.815329,280.2368309021,293.705642471313,303.072432098389,288.234499130249,284.752762489319,287.473231811523,97.3943143081665,289.533433876038
"2","15",1.3385,212.9375,1.1755,339.2395833,287.2415771,73.26133728,0.257658952,76.54564667,1.77882123,218.25914,995.1578125,"DJF","2",1,77.15301,28.815329,359.78206413269,336.179565734863,339.444018325806,337.442431640625,344.801528167725,341.538523254395,109.832924976349,338.274918212891
"3","15",1.0585,212.9375,0.837,367.25,286.7359009,72.90966797,0.240116198,302.8667603,2.721088886,303.9661255,995.9115625,"DJF","3",1,77.15301,28.815329,361.292203292847,352.469081954956,350.701288986206,358.888041000366,357.50988861084,355.8740650177,82.8169934844971,355.617434921265
"4","15",1.444,212.9375,0.893372914,226.3958333,286.9375,69.29840088,0.220666726,109.5846863,3.092010498,309.8878174,993.2290625,"DJF","5",1,77.15301,28.815329,263.407285652161,251.277438812256,264.294766349792,255.685869197845,266.656833763123,254.792964839935,94.250216178894,254.652052154541
"5","15",1.3335,212.9375,0.844,145.2708333,286.7331543,76.96099091,0.217730585,41.51688385,2.133219719,269.8315735,992.713125,"DJF","6",1,77.15301,28.815329,156.535240821838,153.633317832947,157.00006072998,154.249481391907,161.82537612915,153.835329055786,96.8092251014709,155.445703277588
"6","15",0.887,212.9375,0.3135,136.4375,286.297699,66.5914917,0.2299,294.3442993,3.287951946,313.6443481,991.88,"DJF","9",1,77.15301,28.815329,152.853476219177,143.59755645752,154.403508338928,146.441337356567,153.874450073242,144.164294815063,78.618156337738,143.883281211853
"7","15",0.767,212.9375,0.402036436,168.0681818,285.5939941,66.27719116,0.239233379,296.5422974,1.840085149,247.397522,991.8459375,"DJF","10",1,77.15301,28.815329,186.528114776611,169.630575904846,163.326129646301,169.18506275177,178.072468490601,170.844517707825,94.6736660766602,172.927837257385
"8","15",1.308,212.9375,0.835,235.4479167,285.9875183,70.23760223,0.250347359,92.30523682,1.324745178,267.3339233,993.3713281,"DJF","11",1,77.15301,28.815329,271.101308288574,275.276798934937,297.71836517334,275.204868392944,292.562888946533,273.22246963501,97.7245397949219,273.122785110474
"9","15",0.842,212.9375,1.144834803,342.6041667,287.7192078,70.08531189,0.262727228,127.1850662,1.6027385,261.0678406,992.4242188,"DJF","12",1,77.15301,28.815329,334.18955406189,329.218677444458,318.920742034912,327.737323074341,329.345231781006,329.643381195068,112.521899032593,328.583492279053
"10","15",1.39,212.9375,1.629,240.5,287.6841431,73.40882111,0.275858274,201.2841797,2.254085779,370.7966919,994.3828125,"DJF","13",1,77.15301,28.815329,255.315632553101,254.692080841064,258.115946235657,256.914756278992,258.322084007263,252.013518295288,97.7654197883606,252.106691474915
"11","15",0.482,212.9375,0.1795,92.42045455,286.0623474,57.21801758,0.289225786,305.2072754,3.972856998,417.9030457,994.2134375,"DJF","14",1,77.15301,28.815329,91.6636096763611,94.6199364471436,95.3654180908203,93.0328843688965,99.6221535873413,94.0084969329834,77.1154941558838,94.0061909484863
"12","15",0.9125,212.9375,0.989746381,306.52125,285.9555664,70.97463989,0.3256,324.0153198,2.04189539,222.2350159,992.16625,"DJF","17",1,77.15301,28.815329,336.840904998779,333.583724822998,339.662141876221,339.783273773193,349.015713348389,339.238948364258,111.112474536896,335.836002349854
"13","15",1.38,212.9375,0.4685,254.75,287.4053955,70.5617218,0.34266468,301.8206177,1.984744668,169.4020996,992.243125,"DJF","19",1,77.15301,28.815329,288.531394958496,267.253070831299,276.383638381958,264.008505630493,278.633036880493,270.458843002319,95.2159648323059,264.860523986816
"14","15",1.571,212.9375,0.757582739,110.7916667,286.5096436,87.75994873,0.364116838,49.59705353,1.558226109,227.5896759,992.6185938,"DJF","23",1,77.15301,28.815329,137.524661598206,131.755773162842,143.650014953613,133.500197525024,142.271254615784,131.315962524414,92.9496100044251,131.282044410706
"15","15",1.4615,212.9375,0.686476222,97.84782609,286.3790588,82.73206329,0.368514303,346.1824341,2.028372526,326.4653625,994.5078906,"DJF","24",1,77.15301,28.815329,121.70019317627,112.857835044861,116.886037940979,110.877499237061,121.975069541931,110.384583282471,79.7049402046204,111.254167900085
"16","15",1.016,212.9375,0.94018795,77.85416667,285.7000427,76.7502594,0.3731,333.6976318,2.370897293,363.7935181,994.2532813,"DJF","25",1,77.15301,28.815329,87.0251454162598,85.5475928497314,87.6897948265076,84.5617170906067,91.0973971176147,84.1480965423584,91.4040384483337,85.0389444732666
"17","15",0.818,212.9375,0.281,89.0625,284.4110107,71.32995605,0.378108171,318.7038574,2.701225996,408.655426,996.8479688,"DJF","26",1,77.15301,28.815329,97.8503914070129,97.3542836380005,101.880551643372,95.5589936065674,104.890573730469,96.0237490463257,78.9823262214661,97.428018951416
"18","15",0.6805,212.9375,0.291,137.0729167,283.9540405,60.21459579,0.389428121,305.7973328,3.326904297,395.4536743,996.8521875,"DJF","28",1,77.15301,28.815329,137.959768104553,137.292767601013,137.50995513916,136.619138832092,140.939271507263,137.70659740448,78.2733127593994,137.155433044434
"19","15",0.7545,212.9375,0.21,154.0520833,284.62323,57.87796021,0.395678513,301.4840088,3.19326973,286.5297241,995.3434375,"DJF","29",1,77.15301,28.815329,151.312279281616,150.81783946991,150.03346157074,153.684474449158,156.470063514709,151.739849777222,81.2278509330749,151.479889945984
"20","15",1.0675,212.9375,0.917914475,129.0568182,286.8049927,79.53092957,0.431464667,286.9528198,2.207454443,273.6430969,994.2109375,"DJF","34",2,77.15301,28.815329,133.118501434326,129.036601142883,130.664820327759,127.178131599426,135.346977386475,128.40228061676,157.662721195221,127.772620658875
"21","15",1.014,212.9375,0.532251655,153.0729167,287.1835938,78.85316467,0.438375259,294.366394,1.615597248,201.6951294,995.1153125,"DJF","35",2,77.15301,28.815329,156.055974884033,153.967999267578,154.235548706055,156.425063591003,162.393576774597,154.503036117554,159.680567970276,154.056063842773
"22","15",1.463,212.9375,1.755425496,207.0416667,290.291748,85.02326965,0.446698271,130.4618225,2.522743702,361.0754395,987.5509375,"DJF","37",2,77.15301,28.815329,193.239286346436,190.582003536224,182.20858707428,189.052591972351,184.925643806458,188.151163635254,101.658937616348,190.688634529114
"23","15",0.981,212.9375,0.2215,83.60227273,286.0126953,67.21614075,0.43217757,301.5575562,3.203729153,377.3647461,993.5767969,"DJF","40",2,77.15301,28.815329,85.165001411438,87.6829860687256,87.1487130737305,85.7258088684082,93.8660494232178,87.1726369857788,96.267306137085,86.9307650184631
